id,first_name,last_name,risk,resiliency,risk_calculation,risk_category
5289,Dorene,Miklem,6,79,73,low
5290,Nefen,Leupoldt,82,90,8,high
5291,Rosaleen,Guilloneau,73,32,-41,critical
5292,Filmore,Costy,44,27,-17,critical
5293,Wileen,Lockhart,5,65,60,low
5294,Garvey,Sewter,71,83,12,high
5295,Celestia,Hughlock,8,44,36,medium
5296,Fernandina,Vittori,26,78,52,low
5297,Seth,Swetland,26,72,46,medium
5298,Stillmann,Robiou,13,85,72,low
5299,Wally,Midgley,47,48,1,high
5300,Merrili,Rafter,18,76,58,low
5301,Oralla,Myner,13,29,16,high
5302,Viviene,Braunter,85,13,-72,critical
5303,Callean,Hazlewood,65,98,33,medium
5304,Ruttger,Willetts,34,52,18,high
5305,Hersch,Sire,81,45,-36,critical
5306,Thane,Edlington,73,32,-41,critical
5307,Imogen,Dumberell,86,28,-58,critical
5308,Ciel,Jobson,59,39,-20,critical
5309,Lidia,Higgonet,55,3,-52,critical
5310,Kari,Aleksahkin,87,85,-2,critical
5311,Aubree,Machans,13,43,30,medium
5312,Amil,Hibbart,3,72,69,low
5313,Nettie,Coolican,93,83,-10,critical
5314,Enrico,Chang,32,67,35,medium
5315,Brandtr,Braven,77,42,-35,critical
5316,Smith,Lammert,36,37,1,high
5317,Genia,Beamish,74,59,-15,critical
5318,Consuelo,Kildea,33,68,35,medium
5319,Shaylah,Zotto,97,75,-22,critical
5320,Olenolin,Danzig,99,89,-10,critical
5321,Goldarina,Beetlestone,64,10,-54,critical
5322,Shawn,Bakeup,67,17,-50,critical
5323,Bartolemo,McNirlan,69,25,-44,critical
5324,Roslyn,Leeuwerink,14,17,3,high
5325,Fergus,Joss,66,18,-48,critical
5326,Harcourt,Fulop,96,52,-44,critical
5327,Ralf,Smithson,42,5,-37,critical
5328,Blake,Oxe,54,45,-9,critical
5329,Barth,Vesty,56,37,-19,critical
5330,Grete,Astlet,76,49,-27,critical
5331,Rockwell,Bergeon,44,18,-26,critical
5332,Chad,Frensch,64,14,-50,critical
5333,Frankie,Guilloneau,99,5,-94,critical
5334,Ellsworth,Mayell,88,16,-72,critical
5335,Stevy,Itzkowicz,18,99,81,none
5336,Nerty,Levine,56,60,4,high
5337,Lettie,Dani,33,26,-7,critical
5338,Miner,Seviour,93,63,-30,critical
5339,Cassius,Eggins,33,54,21,high
5340,Giles,McGinley,58,48,-10,critical
5341,Catie,Sprules,34,43,9,high
5342,Noll,Worsam,15,4,-11,critical
5343,Terza,Denness,6,63,57,low
5344,Ibby,Walcot,19,78,59,low
5345,Parnell,Walkden,86,16,-70,critical
5346,Cilka,Summerscales,40,44,4,high
5347,Abbot,Phillps,13,28,15,high
5348,Alister,McQuilliam,48,64,16,high
5349,Drucill,Tomashov,12,95,83,none
5350,Thaddus,Sharphouse,14,26,12,high
5351,Toby,Grigsby,23,37,14,high
5352,Annmaria,Leisman,56,13,-43,critical
5353,Amalle,McKeaveney,60,87,27,medium
5354,Vin,Seeney,76,96,20,high
5355,Monique,Willerstone,2,83,81,none
5356,Cornall,Parmley,82,83,1,high
5357,Krishna,Benton,71,16,-55,critical
5358,Doroteya,McConachie,37,92,55,low
5359,Babs,Shambrooke,23,72,49,medium
5360,Temple,Farrans,95,71,-24,critical
5361,Egon,Kneal,40,61,21,high
5362,Caressa,O'Donohue,58,82,24,high
5363,Alphonse,Hallede,48,66,18,high
5364,Bendix,Benoist,66,39,-27,critical
5365,Deloria,Kemwall,64,37,-27,critical
5366,Delia,Ledstone,73,88,15,high
5367,Margot,Gidney,51,25,-26,critical
5368,Maure,Hatfull,8,48,40,medium
5369,Genny,Chiommienti,50,33,-17,critical
5370,Elga,Waldram,46,62,16,high
5371,Hendrika,Shepperd,23,9,-14,critical
5372,Carmelle,Della Scala,76,41,-35,critical
5373,Lucille,Lindblom,1,60,59,low
5374,Bartlett,Longhorn,71,98,27,medium
5375,Maudie,Fulle,15,70,55,low
5376,Jessalyn,O'Heagertie,37,64,27,medium
5377,Otho,Hellewell,40,84,44,medium
5378,Justinn,Downer,46,62,16,high
5379,Abbie,Duchesne,23,49,26,medium
5380,Corly,Van den Broek,82,63,-19,critical
5381,Ferd,Teece,86,34,-52,critical
5382,Stafani,Gethins,57,50,-7,critical
5383,Alwyn,Wiltsher,82,49,-33,critical
5384,Adelind,Halmkin,24,11,-13,critical
5385,Starlin,Wooff,90,78,-12,critical
5386,Damien,Euston,79,75,-4,critical
5387,Madel,Salandino,87,98,11,high
5388,Sherman,Meran,67,62,-5,critical
5389,Gizela,Dawtrey,32,10,-22,critical
5390,Ketti,Ainsley,23,77,54,low
5391,Farris,Gehricke,60,45,-15,critical
5392,Ardyth,Crackett,46,97,51,low
5393,Rozelle,Lushey,55,39,-16,critical
5394,Cassandre,Copins,47,90,43,medium
5395,Julie,Vallentin,69,89,20,high
5396,Haleigh,Gavriel,43,40,-3,critical
5397,Sunny,Noller,73,16,-57,critical
5398,Karena,Pochin,38,39,1,high
5399,Pippy,Malatalant,90,90,0,high
5400,Mara,Duggleby,90,90,0,high
5401,Marylinda,Kleyn,69,23,-46,critical
5402,Barry,Bickerdike,14,40,26,medium
5403,Ingra,Iacovielli,31,77,46,medium
5404,Sonnnie,Finding,89,71,-18,critical
5405,Gui,Hambribe,36,97,61,low
5406,Sephira,Chetter,14,11,-3,critical
5407,Miguela,Aleksankov,79,23,-56,critical
5408,Jerrilyn,Yakobowitz,90,100,10,high
5409,Falkner,Zuanelli,17,51,34,medium
5410,Ulrica,Richichi,78,97,19,high
5411,Wallis,Shimmin,45,10,-35,critical
5412,Donny,Nafzger,33,5,-28,critical
5413,Kelley,Magnar,99,8,-91,critical
5414,Elisha,Danslow,1,100,99,none
5415,Jon,Fawssett,89,89,0,high
5416,Renata,Fawloe,68,79,11,high
5417,Guglielma,Jambrozek,44,49,5,high
5418,Aviva,Jochens,82,48,-34,critical
5419,Ermina,Lusk,48,81,33,medium
5420,Randee,Carloni,48,74,26,medium
5421,Cristina,Paull,84,1,-83,critical
5422,Israel,Roddie,7,82,75,none
5423,Bryon,Devitt,47,81,34,medium
5424,Katherina,Hardan,92,23,-69,critical
5425,Blythe,Dicker,88,93,5,high
5426,Birgitta,Roussell,33,2,-31,critical
5427,Joy,Paulsen,90,6,-84,critical
5428,Llywellyn,Gratrex,84,79,-5,critical
5429,Salomo,Trowbridge,73,65,-8,critical
5430,Hurley,Yarnell,45,73,28,medium
5431,Mollie,Briatt,43,23,-20,critical
5432,Karly,Cutsforth,86,93,7,high
5433,Claiborne,Ayree,87,10,-77,critical
5434,Jesselyn,Tomas,26,78,52,low
5435,Renie,Gilyatt,49,94,45,medium
5436,Neely,Blaske,92,42,-50,critical
5437,Lilith,Boaler,74,65,-9,critical
5438,Justen,Chatten,38,89,51,low
5439,Bond,Beed,97,46,-51,critical
5440,Stesha,Sommerling,28,17,-11,critical
5441,Kurtis,Kohlerman,98,41,-57,critical
5442,Patrice,McLarnon,34,85,51,low
5443,Nadya,Sture,20,28,8,high
5444,Jillayne,Biasioli,55,8,-47,critical
5445,Morse,Sollom,2,73,71,low
5446,Bondon,Pieters,85,44,-41,critical
5447,Nicolais,Zelake,46,53,7,high
5448,Alfi,Lewknor,79,63,-16,critical
5449,Elsa,Hagergham,62,42,-20,critical
5450,Emmey,Colvine,15,76,61,low
5451,Ignatius,Tall,55,81,26,medium
5452,Aron,Aliman,9,2,-7,critical
5453,Meryl,Franks,47,20,-27,critical
5454,Lonnard,Drogan,92,83,-9,critical
5455,Abby,Stoller,94,23,-71,critical
5456,Vasilis,Pauler,40,97,57,low
5457,Lynnea,Southway,34,95,61,low
5458,Auberta,Corish,1,12,11,high
5459,Patrizius,Rosi,19,52,33,medium
5460,Christiana,Enden,16,27,11,high
5461,Shepperd,Galton,90,17,-73,critical
5462,Janna,Heindl,34,80,46,medium
5463,Kristine,Farrier,1,9,8,high
5464,Mord,MacMeeking,21,16,-5,critical
5465,Ann-marie,Thornton,22,18,-4,critical
5466,Edan,Bruggeman,84,62,-22,critical
5467,Porter,Vashchenko,3,44,41,medium
5468,Dennis,Peyro,8,52,44,medium
5469,Bamby,Scurfield,81,33,-48,critical
5470,Lauralee,Purcell,73,53,-20,critical
5471,Raffaello,Atto,79,7,-72,critical
5472,Laurianne,Fonquernie,3,37,34,medium
5473,Rubin,Birdis,96,48,-48,critical
5474,Harland,Thomson,10,46,36,medium
5475,Rozalie,Berkelay,82,14,-68,critical
5476,Hogan,Curado,55,19,-36,critical
5477,Mariette,Cutajar,34,67,33,medium
5478,Lane,Alywin,36,48,12,high
5479,Puff,Hebblewhite,62,25,-37,critical
5480,Noemi,Leebetter,40,28,-12,critical
5481,Oran,Mackro,97,96,-1,critical
5482,Wenonah,Teague,25,86,61,low
5483,Austin,Ketley,20,79,59,low
5484,Arleen,Dreschler,78,6,-72,critical
5485,Ursala,Parkinson,32,95,63,low
5486,Danyelle,Ballaam,58,95,37,medium
5487,Zuzana,Lukasik,79,51,-28,critical
5488,Linnell,Brocklebank,78,84,6,high
5489,Doralynn,Beggi,14,12,-2,critical
5490,Bealle,Gotthard.sf,27,48,21,high
5491,Rudy,Mogra,91,69,-22,critical
5492,Allie,Tune,41,57,16,high
5493,Debby,Lohoar,2,78,76,none
5494,Allin,Sidary,21,57,36,medium
5495,Cordie,Kennet,64,46,-18,critical
5496,Amery,Mor,46,63,17,high
5497,Adda,Oxenbury,81,11,-70,critical
5498,Libby,Dolbey,22,76,54,low
5499,Yolane,Edwicker,19,97,78,none
5500,Elinore,Fifoot,28,5,-23,critical
5501,Upton,Murley,5,74,69,low
5502,Lewie,Edgar,82,16,-66,critical
5503,Hazlett,Grigoryev,73,73,0,high
5504,Afton,Normant,21,97,76,none
5505,Vic,Gingedale,89,21,-68,critical
5506,Jard,Felder,69,12,-57,critical
5507,Mariquilla,Watt,64,48,-16,critical
5508,Annecorinne,Jeacock,79,84,5,high
5509,Kristoforo,Melmar,68,18,-50,critical
5510,Josee,Pinnell,37,90,53,low
5511,Avrom,Bess,65,53,-12,critical
5512,Gusta,Morin,42,45,3,high
5513,Rosalinda,Armsby,72,15,-57,critical
5514,Othella,O'Dwyer,68,68,0,high
5515,Lindy,Ridel,100,72,-28,critical
5516,Nicholle,Kohlert,11,99,88,none
5517,Jody,Norcop,3,23,20,high
5518,Devinne,Heller,98,7,-91,critical
5519,Ellary,Goldspink,72,5,-67,critical
5520,Lexie,Conrart,32,18,-14,critical
5521,Hartley,Sabater,1,2,1,high
5522,Kameko,Mackrell,81,81,0,high
5523,Zorah,Dommersen,70,92,22,high
5524,Lu,Scutts,77,48,-29,critical
5525,Lenore,MacElharge,48,49,1,high
5526,Kaleb,Yitzhak,94,61,-33,critical
5527,Colet,Daws,56,3,-53,critical
5528,Tory,Gillani,36,15,-21,critical
5529,Tabbi,Farlham,53,72,19,high
5530,Renault,Aylott,69,16,-53,critical
5531,Wini,Pavolini,70,67,-3,critical
5532,Ezri,Yoxall,75,29,-46,critical
5533,Stefanie,Tagg,39,48,9,high
5534,Judie,Debill,7,38,31,medium
5535,Lilith,Daspar,31,41,10,high
5536,Carine,Gentreau,38,87,49,medium
5537,Katya,Blodgett,17,3,-14,critical
5538,Idalia,Botterman,17,4,-13,critical
5539,Danya,Greenhalf,20,32,12,high
5540,Correna,Aiskrigg,45,60,15,high
5541,Donnamarie,Haysar,97,18,-79,critical
5542,Antonella,Syversen,55,42,-13,critical
5543,Hazel,Hedylstone,43,81,38,medium
5544,Isadore,Stinson,16,53,37,medium
5545,Manda,McEntegart,92,22,-70,critical
5546,Reinold,Francillo,7,70,63,low
5547,Jaclin,Dilgarno,58,10,-48,critical
5548,Charlton,Erik,44,35,-9,critical
5549,Ketti,Winks,26,51,25,medium
5550,Nestor,Farra,3,22,19,high
5551,Chuck,Jaycock,15,17,2,high
5552,Lottie,McFie,85,59,-26,critical
5553,Jazmin,Mathew,56,51,-5,critical
5554,Claudian,Cunde,96,38,-58,critical
5555,Riley,Duiguid,74,1,-73,critical
5556,Marieann,Venus,73,14,-59,critical
5557,Padriac,Carmen,71,8,-63,critical
5558,Ashley,Glacken,72,99,27,medium
5559,Jozef,Heape,68,44,-24,critical
5560,Gabbi,Bonnyson,31,97,66,low
5561,Sibel,McIlenna,54,42,-12,critical
5562,Ezechiel,Muirden,55,68,13,high
5563,Amory,MacMenamin,68,22,-46,critical
5564,Lindie,Wyvill,64,36,-28,critical
5565,Milton,Burgher,76,8,-68,critical
5566,Adda,Corneljes,55,70,15,high
5567,Elroy,Mott,83,86,3,high
5568,Timothea,Duncanson,48,34,-14,critical
5569,Thomasa,Barter,43,28,-15,critical
5570,Emlen,Maving,100,30,-70,critical
5571,Victoria,Starcks,39,51,12,high
5572,Karlie,Spicer,32,59,27,medium
5573,Elizabeth,Vowell,20,79,59,low
5574,Marillin,Halt,92,8,-84,critical
5575,Sigfrid,Fossey,90,24,-66,critical
5576,Tate,Quinton,85,71,-14,critical
5577,Deva,McCay,82,55,-27,critical
5578,Matthew,Browning,48,91,43,medium
5579,Krisha,Hardway,74,72,-2,critical
5580,Jaquenette,Aguirrezabala,21,84,63,low
5581,Noella,McCallum,10,8,-2,critical
5582,Jacob,Ephson,93,72,-21,critical
5583,Ellary,Shalcros,62,21,-41,critical
5584,Annabelle,Stannering,83,79,-4,critical
5585,Jane,Dikle,46,86,40,medium
5586,Fredericka,McEttigen,59,99,40,medium
5587,Imogen,Fewkes,59,60,1,high
5588,Rina,Evemy,44,88,44,medium
5589,Clementine,Jurkowski,49,37,-12,critical
5590,Keary,Curragh,17,4,-13,critical
5591,Dorene,Palay,65,43,-22,critical
5592,Jarrod,Parzizek,32,66,34,medium
5593,Susie,MacDirmid,78,11,-67,critical
5594,Con,Jarlmann,51,10,-41,critical
5595,Ingelbert,Greenaway,92,91,-1,critical
5596,Lissa,Kollatsch,33,7,-26,critical
5597,Dorella,Torregiani,68,32,-36,critical
5598,Nicol,Trood,12,1,-11,critical
5599,Caesar,Plak,87,98,11,high
5600,Olag,Spoure,59,41,-18,critical
5601,Wally,Brosenius,61,83,22,high
5602,Lane,McMarquis,9,90,81,none
5603,Ned,Igonet,35,83,48,medium
5604,Everett,Southcomb,35,9,-26,critical
5605,Aguste,Keysel,83,95,12,high
5606,Roseline,Enstone,12,46,34,medium
5607,Matti,Queripel,96,78,-18,critical
5608,Reggie,Cookney,96,47,-49,critical
5609,Elmer,Starford,50,84,34,medium
5610,Fonzie,Brigman,85,15,-70,critical
5611,Sandra,Valentetti,9,82,73,low
5612,Lelah,McAughtry,100,2,-98,critical
5613,Sydel,Cornthwaite,80,100,20,high
5614,Ailsun,MacDermott,63,18,-45,critical
5615,Paule,Grimsell,83,39,-44,critical
5616,Teador,Cicculi,63,71,8,high
5617,Willetta,Gremane,100,70,-30,critical
5618,Karil,O' Mara,27,2,-25,critical
5619,Willyt,Fishley,4,87,83,none
5620,Ceil,Espinay,55,66,11,high
5621,Edgar,Cromack,14,86,72,low
5622,Rosamond,Castagnier,56,93,37,medium
5623,Killian,Feild,29,81,52,low
5624,Yves,McGaughie,47,17,-30,critical
5625,Jacky,Veschambre,91,43,-48,critical
5626,Isidoro,Leet,57,16,-41,critical
5627,Cecilia,Soloway,22,87,65,low
5628,Lorine,Fortye,94,23,-71,critical
5629,Thatch,Clewley,56,93,37,medium
5630,Chrysa,Life,75,83,8,high
5631,Dianna,Toulamain,17,71,54,low
5632,Bailey,Guarnier,43,42,-1,critical
5633,Toiboid,Keaveney,46,11,-35,critical
5634,Odella,Bosson,86,68,-18,critical
5635,Benito,Dorwood,39,59,20,high
5636,Corabella,Picheford,92,98,6,high
5637,Jaclin,Lenormand,46,98,52,low
5638,Etheline,Spurett,73,2,-71,critical
5639,Sybilla,Brookshaw,92,39,-53,critical
5640,Hildy,Dowrey,70,65,-5,critical
5641,Eula,Legendre,84,19,-65,critical
5642,Darbee,Human,60,88,28,medium
5643,Ambrosius,Schrieves,63,93,30,medium
5644,Orelia,Renton,24,83,59,low
5645,Christine,Allery,51,5,-46,critical
5646,Josy,Crucitti,55,10,-45,critical
5647,Desmond,Liquorish,77,10,-67,critical
5648,Augusto,Dillintone,88,19,-69,critical
5649,Kaine,Lukash,2,67,65,low
5650,Eve,Askie,73,8,-65,critical
5651,Wilow,Ebbutt,28,63,35,medium
5652,Chelsy,Nelius,41,53,12,high
5653,Pierette,Snepp,85,40,-45,critical
5654,Bendick,Moorhouse,81,77,-4,critical
5655,Ado,Sogg,7,58,51,low
5656,Madalena,Kezor,99,60,-39,critical
5657,Xever,Kayne,23,31,8,high
5658,Tomlin,Lovitt,55,93,38,medium
5659,Baillie,MacIntyre,92,47,-45,critical
5660,Germaine,Meharg,91,35,-56,critical
5661,Kay,Skelhorne,34,3,-31,critical
5662,Lionel,Mitkov,23,70,47,medium
5663,Sayre,Mathiasen,100,67,-33,critical
5664,Colet,Hodgon,99,24,-75,critical
5665,Dill,Telling,23,41,18,high
5666,Revkah,Mieville,44,85,41,medium
5667,Lizette,Ayris,44,90,46,medium
5668,Paolo,Ferriere,15,84,69,low
5669,Gaylord,Jeeks,76,60,-16,critical
5670,Queenie,Thal,52,35,-17,critical
5671,Gertie,Lilywhite,88,60,-28,critical
5672,Barbara-anne,Giraldon,41,48,7,high
5673,Cord,Swiggs,43,85,42,medium
5674,Diann,Kilmister,67,20,-47,critical
5675,Shir,Barford,58,59,1,high
5676,Gregoire,Dallison,58,21,-37,critical
5677,Emily,Gunther,37,75,38,medium
5678,Heriberto,Martinec,18,2,-16,critical
5679,Vance,Dreinan,39,31,-8,critical
5680,Renato,Postan,85,60,-25,critical
5681,Frieda,Elizabeth,21,54,33,medium
5682,Mendie,Pouton,37,70,33,medium
5683,Trstram,Perchard,5,82,77,none
5684,Goldarina,Scud,51,75,24,high
5685,Eilis,Griffey,8,95,87,none
5686,Alika,Gritten,22,14,-8,critical
5687,Brice,Cavolini,50,85,35,medium
5688,Dorella,MacElharge,20,74,54,low
5689,Desirae,Machen,61,27,-34,critical
5690,Ebonee,Jojic,66,45,-21,critical
5691,Robin,Humfrey,93,1,-92,critical
5692,Ginger,Murrhardt,100,63,-37,critical
5693,Tommie,Curnnokk,19,94,75,none
5694,Devinne,Stenner,4,63,59,low
5695,Sascha,Slocom,84,25,-59,critical
5696,Zachery,Dominick,40,99,59,low
5697,Tanya,Twohig,93,24,-69,critical
5698,Rees,Aleswell,86,25,-61,critical
5699,Bancroft,Drust,88,86,-2,critical
5700,Edith,Saladine,75,84,9,high
5701,Tansy,Loveredge,33,66,33,medium
5702,Cullen,McAllester,25,7,-18,critical
5703,Liva,Mozzini,22,3,-19,critical
5704,Isobel,Greenall,89,55,-34,critical
5705,Mikael,MacClinton,39,53,14,high
5706,Alain,Colchett,20,69,49,medium
5707,Stoddard,Whitwell,67,26,-41,critical
5708,Nert,Godsil,61,70,9,high
5709,Teodoro,Currm,14,4,-10,critical
5710,Rudyard,Burker,63,52,-11,critical
5711,Emiline,Draco,9,60,51,low
5712,Clarey,Lowrance,78,30,-48,critical
5713,Norbert,McArte,65,24,-41,critical
5714,Goddart,Valdes,33,16,-17,critical
5715,Dolf,Mildmott,79,71,-8,critical
5716,Tomaso,Keay,51,38,-13,critical
5717,Myrilla,Turnpenny,12,86,74,low
5718,Erv,Caustick,89,99,10,high
5719,Mag,Shillabeare,37,48,11,high
5720,Panchito,Perch,18,67,49,medium
5721,Elsa,Linacre,62,36,-26,critical
5722,Libbi,Sima,41,7,-34,critical
5723,Niven,Van Brug,2,34,32,medium
5724,Norry,Phelit,2,61,59,low
5725,Estrellita,Loadsman,59,32,-27,critical
5726,Jerry,Camps,79,4,-75,critical
5727,Gaven,Sylett,60,92,32,medium
5728,Grethel,Abrahamoff,71,68,-3,critical
5729,Maybelle,Hardwin,46,13,-33,critical
5730,Cassandry,Biagini,6,32,26,medium
5731,Arlette,Geeves,19,57,38,medium
5732,Marlow,Girod,81,53,-28,critical
5733,Dani,Ipsly,50,83,33,medium
5734,Lydon,Lazell,97,95,-2,critical
5735,Gina,Wallas,55,96,41,medium
5736,Carrie,Bicksteth,69,98,29,medium
5737,Ricard,Faivre,90,55,-35,critical
5738,Colman,Duham,59,27,-32,critical
5739,Jacquelyn,Allsepp,64,8,-56,critical
5740,Joshuah,Pauer,63,53,-10,critical
5741,Stillmann,Nockells,26,23,-3,critical
5742,Emyle,Chang,18,68,50,low
5743,Fulton,Batters,4,57,53,low
5744,Christos,Heady,71,18,-53,critical
5745,Lefty,Mertin,12,79,67,low
5746,Demetris,McGillivrie,63,58,-5,critical
5747,Mattias,Beldam,9,6,-3,critical
5748,Boothe,Le Monnier,94,92,-2,critical
5749,Antons,McLennan,68,22,-46,critical
5750,Alva,McPhelimey,22,86,64,low
5751,Car,Dales,93,15,-78,critical
5752,Mozelle,Briggdale,46,13,-33,critical
5753,Jonie,Mitchenson,31,49,18,high
5754,Sandra,Castellan,50,46,-4,critical
5755,Juan,Collopy,1,77,76,none
5756,Cleo,Waything,63,33,-30,critical
5757,Carmelita,Fawcus,26,81,55,low
5758,Dianna,Hellmore,11,25,14,high
5759,Clarette,Fownes,20,26,6,high
5760,Norina,Furlonge,6,6,0,high
5761,Brett,Grent,21,6,-15,critical
5762,Noe,Tourmell,51,25,-26,critical
5763,Audrye,Moff,52,86,34,medium
5764,Marney,Honisch,86,41,-45,critical
5765,Ardra,Feaks,47,27,-20,critical
5766,Henrie,Davidow,74,82,8,high
5767,Camile,Zaniolini,9,28,19,high
5768,Timi,Pycock,63,86,23,high
5769,Annadiana,Katz,43,36,-7,critical
5770,Meggie,Divver,65,73,8,high
5771,Carolyn,Noen,84,43,-41,critical
5772,Sandy,Scholtis,48,76,28,medium
5773,Helge,Sein,66,27,-39,critical
5774,Mateo,Sandell,28,37,9,high
5775,Shina,Cammock,40,96,56,low
5776,Baryram,Justham,90,99,9,high
5777,Theda,Amort,27,20,-7,critical
5778,Lionello,Augie,12,82,70,low
5779,Riva,Titterell,27,82,55,low
5780,Jarrid,Bottrell,85,22,-63,critical
5781,Jacky,Ibeson,85,24,-61,critical
5782,Humbert,Kenwell,82,57,-25,critical
5783,Emmy,McNeilley,11,84,73,low
5784,Dal,Baudouin,15,39,24,high
5785,Buffy,Hairsine,51,7,-44,critical
5786,Tiphany,Piwall,32,97,65,low
5787,Shep,Provost,21,38,17,high
5788,Tessie,Sparham,56,91,35,medium
5789,Sydney,Wellbeloved,93,9,-84,critical
5790,Kathlin,Critchlow,56,68,12,high
5791,Belia,Bentz,60,56,-4,critical
5792,Ludovika,Hassey,70,75,5,high
5793,Kanya,Linnane,41,19,-22,critical
5794,Aloisia,Bapty,6,11,5,high
5795,Osborn,Nairns,61,62,1,high
5796,Archibaldo,Ridolfo,98,55,-43,critical
5797,Natala,Tregent,89,13,-76,critical
5798,Silvio,Peasee,47,31,-16,critical
5799,Linet,McFater,63,59,-4,critical
5800,Aridatha,Anstee,88,1,-87,critical
5801,Donnell,Tesseyman,51,29,-22,critical
5802,Robinet,Bonnett,15,66,51,low
5803,Maiga,Keaveny,67,40,-27,critical
5804,Winnifred,Sailor,32,61,29,medium
5805,Krista,Walters,10,69,59,low
5806,Rene,Noads,46,28,-18,critical
5807,Greggory,Sweedland,48,96,48,medium
5808,Leupold,Bidgood,88,64,-24,critical
5809,Dexter,Greeves,69,82,13,high
5810,Gareth,O'Teague,6,75,69,low
5811,Sheela,Stouther,49,43,-6,critical
5812,Kelsey,Simmons,5,97,92,none
5813,Leticia,Dowzell,47,33,-14,critical
5814,Patrick,Tute,90,77,-13,critical
5815,Rafe,Kienl,42,31,-11,critical
5816,Lutero,Gilleon,38,32,-6,critical
5817,Blisse,Chadwyck,80,78,-2,critical
5818,Deana,Bradneck,42,22,-20,critical
5819,Pierette,Dowtry,22,61,39,medium
5820,Lionel,Ledington,9,84,75,none
5821,Kordula,Winspar,4,1,-3,critical
5822,Sterling,Ledson,72,51,-21,critical
5823,Claudio,Tremblot,62,65,3,high
5824,Marisa,Stamp,3,53,50,low
5825,Nissie,Starcks,3,42,39,medium
5826,Mikey,Gahan,3,94,91,none
5827,Lynn,Sinnott,93,65,-28,critical
5828,Chantalle,Roscrigg,40,15,-25,critical
5829,Gregg,Van Waadenburg,26,9,-17,critical
5830,Sydney,Wassell,1,34,33,medium
5831,Hector,Ezzy,44,36,-8,critical
5832,Ancell,Bruyet,75,51,-24,critical
5833,Garnet,Caitlin,16,83,67,low
5834,Jakie,Record,10,36,26,medium
5835,Brenn,Levett,38,84,46,medium
5836,Cherilyn,MacMillan,66,69,3,high
5837,Merla,Leyborne,71,39,-32,critical
5838,Serena,Wingeatt,3,28,25,medium
5839,Virgie,Skelding,43,26,-17,critical
5840,Kimble,Shoppee,43,38,-5,critical
5841,Dionysus,Winny,63,65,2,high
5842,Ali,Bougourd,37,26,-11,critical
5843,Ronnie,Tomadoni,16,51,35,medium
5844,Creight,Hannay,68,88,20,high
5845,Daile,Lillicrap,17,33,16,high
5846,Nico,Bever,32,61,29,medium
5847,Ambrosius,Arnot,60,40,-20,critical
5848,Florenza,Frunks,49,7,-42,critical
5849,Ebenezer,Domican,64,54,-10,critical
5850,Lyssa,Gallafant,83,94,11,high
5851,Lotty,Buddock,100,31,-69,critical
5852,Coriss,Korpolak,9,26,17,high
5853,Lionel,Parmiter,28,72,44,medium
5854,Rubie,Walczak,27,22,-5,critical
5855,Micaela,Minchinton,13,2,-11,critical
5856,Alena,Smillie,72,74,2,high
5857,Nalani,Mitchelson,19,35,16,high
5858,Angel,Arthars,75,96,21,high
5859,Juliana,Mallabone,24,39,15,high
5860,Bordy,Attlee,33,45,12,high
5861,Wallace,di Rocca,97,52,-45,critical
5862,Sallie,Dungey,59,35,-24,critical
5863,Dario,Cafferky,98,94,-4,critical
5864,Crichton,Ziemen,16,41,25,medium
5865,Annabela,McGready,7,81,74,low
5866,Kimbell,Please,70,23,-47,critical
